+1	1	5774.924757003784	-1	743.1800282752906
-1	1	3756.2533798217773	-1	1451.4121370617067
-1	1	5886.726315736771	-1	1747.4523406665721
+1	1	2914.41846203804	-1	1728.99948425591
-1	1	3786.274973154068	-1	1202.2989118099379
+1	1	6674.366064786911	-1	1748.116326645033
+1	1	1991.1302695274353	-1	1841.8388981820463
+1	1	3469.080938100815	-1	1434.1409013869725
+1	1	6550.609902381897	-1	875.3240858619557
-1	1	3351.828187942505	-1	1415.0907296687367
+1	1	5105.115501523018	-1	1366.9916314859001
-1	1	5257.636117935181	-1	1203.436233912393
+1	1	3989.8273134231567	-1	611.2940443196734
-1	1	3277.9986259937286	-1	983.5306515697158
+1	1	5728.091839194298	-1	1043.3288068181428
+1	1	3740.729019641876	-1	797.8338257228042
+1	1	3500.1038266420364	-1	3116.0474295771423
+1	1	3722.7215341329575	-1	2434.6536806225777
+1	1	5217.235359549522	-1	1681.0571249239147
-1	1	3911.2772793769836	-1	1764.0622041975148
+1	1	6267.907662153244	-1	1207.0372368436242
-1	1	4546.524711370468	-1	2954.6189874410647
+1	1	5179.512069821358	-1	1560.6871233738661
+1	1	4385.919455289841	-1	989.1048750324429
-1	1	4274.112499237061	-1	1614.9660782444262
-1	1	4292.410124063492	-1	2326.157828175026
+1	1	2452.132215857506	-1	1096.4733009043866
-1	1	4209.9870755672455	-1	2853.3593014072394
-1	1	5145.753623485565	-1	2606.022883855272
+1	1	2848.0935175418854	-1	1327.6984300208005
-1	1	2632.786240339279	-1	1463.8339492830128
+1	1	4966.884752988815	-1	2342.330491915784
+1	1	4138.686680316925	-1	1511.760699410197
+1	1	5222.573691129684	-1	1912.9579247988042
-1	1	3508.2279138565063	-1	1267.8107518590987
-1	1	2477.170971632004	-1	1426.3729199845116
+1	1	4423.06499516964	-1	1260.7225274108807
+1	1	3488.670376777649	-1	922.1433135427216
+1	1	5398.590792894363	-1	1944.6897563380226
+1	1	2610.38755607605	-1	1374.2208967880579
+1	1	3387.540471315384	-1	1805.1440854669927
+1	1	4868.826462984085	-1	1003.02466484964
+1	1	4386.0997178554535	-1	1689.2023065091926
+1	1	5051.135507822037	-1	1485.6062762816728
+1	1	4956.829305052757	-1	1257.1200966278848
+1	1	4868.734827041626	-1	2901.791363060738
+1	1	5381.78612613678	-1	1886.6098379722098
+1	1	4713.1901388168335	-1	1135.1569835696139
+1	1	4775.445869207382	-1	1649.534057081459
+1	1	5081.800335526466	-1	866.1558239611331
-1	1	5780.968249320984	-1	1136.510509207963
+1	1	4475.21911740303	-1	2021.9358556310492
-1	1	3652.9933750629425	-1	2712.90296292305
+1	1	5003.836625337601	-1	2721.898920491689
