-1	1	2212.971647263039	-1	1931.6312554180913
+1	1	1761.2959918980487	-1	1647.772274387331
+1	1	2997.5383626227267	-1	843.8138224859722
+1	1	2951.9807453160174	-1	1143.343623199064
+1	1	3932.0087127685547	-1	1543.0292057753832
+1	1	3876.5157968997955	-1	1746.039977301174
+1	1	3637.174530982971	-1	757.013119403302
+1	1	3603.8589354753494	-1	1793.8412270319243
-1	1	3571.339584350586	-1	769.1660391539782
-1	1	2910.843310713768	-1	1067.8567349366203
+1	1	4378.75350952195	-1	990.3542313789958
-1	1	2424.1973438560963	-1	2455.604726588819
+1	1	1454.1966009144671	-1	2948.165467146813
-1	1	2772.0222349171527	-1	3119.9094662368298
-1	1	2802.1195678715594	-1	3782.5288627283153
+1	1	4346.313613892067	-1	573.214702625075
+1	1	3781.0412158966064	-1	1987.2567938920256
-1	1	3014.0482826530933	-1	697.0893504972629
+1	1	3177.05488589406	-1	1370.5236485004716
-1	1	3862.914232254494	-1	3364.0833585039945
+1	1	2376.440080643166	-1	1682.4836372554132
+1	1	4086.5126647953875	-1	1510.9892926039183
-1	1	3373.8561337292194	-1	1458.5788668425812
+1	1	3983.248840332497	-1	1468.435408903083
-1	1	5012.334520459175	-1	1906.4305160193626
-1	1	3248.9104986493476	-1	1700.034984750252
-1	1	2870.2614202504046	-1	1958.6159481796203
-1	1	1629.4386138916016	-1	1847.7539551267546
-1	1	3159.0332393650897	-1	1733.3482709570103
-1	1	1357.3967590336688	-1	904.6205484301319
-1	1	862.1699526612647	-1	1931.9234988167882
+1	1	1737.1320505146869	-1	1430.7467407601807
+1	1	2944.8872853517532	-1	373.0054975524547
+1	1	3049.2485523526557	-1	1398.1826327286412
+1	1	4011.5834696595557	-1	936.3304009139974
-1	1	3033.2993805413134	-1	2125.9041730575555
+1	1	2858.7102051978	-1	1409.1772865187677
-1	1	2865.1626148228534	-1	980.4512338377536
+1	1	1338.8338251113892	-1	1254.8477919809811
+1	1	4865.758972168434	-1	1658.8344867604324
+1	1	2627.5692234039307	-1	1374.3288417845324
+1	1	4522.487675935496	-1	1182.482448881754
-1	1	3897.2429275512695	-1	1176.2716792025894
+1	1	3253.4418354337104	-1	848.72400785613
-1	1	3975.9198009073734	-1	1029.8482166417098
+1	1	1992.9790410995483	-1	2840.816685624799
+1	1	2815.9969882969745	-1	1411.265396897681
+1	1	2342.4472078084946	-1	1093.6116623651765
+1	1	3815.8640766148455	-1	3240.862781034579
-1	1	4154.319155931938	-1	1854.2581503447439
-1	1	1837.0083372597583	-1	981.7699149922994
-1	1	1636.4011242687702	-1	862.1946379002184
-1	1	243.0472128391266	-1	407.1160776652396
-1	1	101.11276245163754	-1	1023.9861490763724
-1	1	784.9582824707031	-1	215.68458199920224
-1	1	9.763824462890625	-1	277.2227478027344
-1	1	88.164306640625	-1	138.21057891845703
-1	1	342.349609375	-1	296.8833086495288
-1	1	861.5218505859375	-1	83.82934975624084
-1	1	1296.3169250492938	-1	416.39996457099915
-1	1	1461.2837219238281	-1	216.5439838184975
-1	1	1260.2480926513672	-1	842.7890625000001
-1	1	1288.7211151127703	-1	1102.6192407608032
+1	1	1388.0622100830078	-1	590.1936741471291
-1	1	2784.742769241333	-1	768.8870623493567
+1	1	1364.268104672432	-1	2803.63679033707
-1	1	3296.4094239473343	-1	429.2065217241179
-1	1	1891.8780412971973	-1	708.3544361652166
-1	1	2525.9341430664062	-1	484.8843390820548
+1	1	1577.8433752059937	-1	1157.4300531842746
-1	1	2522.3986110687256	-1	935.3482009507716
+1	1	1122.1247005467303	-1	1265.2590715885456
+1	1	2579.5599079430103	-1	1447.7665180275217
-1	1	2021.3016111855395	-1	2563.190959967702
+1	1	2836.7810364067554	-1	1433.817283755663
-1	1	2950.6596069335938	-1	682.1224371492863
+1	1	654.4364652638324	-1	1430.1039052645501
+1	1	2592.0292377471924	-1	410.94582429900765
+1	1	2697.2861347198486	-1	441.83767940537655
+1	1	3283.9586486816406	-1	1266.429922854557
+1	1	3289.584552794695	-1	578.0906073227817
-1	1	4875.444183349609	-1	938.9365407566365
-1	1	3660.448091506958	-1	1156.8769475268637
+1	1	2704.789169311989	-1	1068.159696940449
-1	1	2737.959566116333	-1	1145.9885478951037
+1	1	3024.154922485817	-1	1024.8322263430164
-1	1	3019.237642288208	-1	935.4901981055737
-1	1	1575.4882202148438	-1	2190.93655709413
+1	1	2491.9839477837086	-1	900.4498495571319
-1	1	2862.5580463707447	-1	1338.3677835222334
-1	1	1909.4078695778735	-1	2062.787329249113
-1	1	1712.3307819371112	-1	692.5811015665531
-1	1	818.4277117257006	-1	1312.9694690778852
-1	1	1493.8839416508563	-1	1349.050731664538
-1	1	320.9319325685501	-1	469.8299484923482
+1	1	1669.4596862797625	-1	545.6198641846571
+1	1	1724.8174743652344	-1	194.89911875128746
-1	1	2204.3318798542023	-1	507.6384769400174
-1	1	1911.6843872070312	-1	789.6117862463288
-1	1	1950.2213459014893	-1	840.488483607769
-1	1	264.34667968796566	-1	561.4506855048239
-1	1	205.7584991455078	-1	885.8068962208928
+1	1	911.2110595703125	-1	78.89292177792322
+1	1	3007.842987060547	-1	177.9651549756527
-1	1	2431.825973510742	-1	401.05188063069374
-1	1	1663.9441528320312	-1	263.2057296638668
-1	1	2562.634111404419	-1	1214.3639051336795
+1	1	2046.5298309330828	-1	1570.984202630818
+1	1	3909.971329689026	-1	906.133897689637
+1	1	4683.298934936989	-1	1192.5696165194254
-1	1	2522.9532320504077	-1	729.4255121667229
+1	1	1962.181744813919	-1	1414.8856538012915
+1	1	3597.20947265625	-1	897.8491627096668
-1	1	3350.9998799562454	-1	1413.8931423616887
+1	1	5928.88131833123	-1	1933.2961023273247
-1	1	3379.7717447280884	-1	1414.2173694707453
-1	1	1786.9466762840748	-1	1554.1126058139198
+1	1	2317.4049377446063	-1	1689.0628608569968
-1	1	3492.112091184128	-1	1506.8954586684704
+1	1	2019.8641395573504	-1	1820.2162830924353
-1	1	3980.073699951172	-1	665.2668118786532
+1	1	1673.2737427954562	-1	2251.736754782527
+1	1	4527.052063018549	-1	1096.1207673646286
-1	1	3374.1746520996094	-1	1520.258305282361
-1	1	3433.7577839200385	-1	1797.5889242944831
-1	1	4536.482437133789	-1	1867.0462536336863
-1	1	2185.509866714943	-1	2811.7082565084565
-1	1	2324.4577789311297	-1	3628.2100969085004
+1	1	3217.1819306612015	-1	2580.7139179856895
-1	1	5137.176218033303	-1	2194.2163597478075
+1	1	2653.6530514066108	-1	1828.614731140231
-1	1	3600.4175647501834	-1	4008.8332531532506
-1	1	4248.457855224609	-1	1967.3019401496713
